"otsikko","teksti","tahdet","url","kieli"
"placeholder","Vielä jokin aika sitten tilatuissa levyissä teksti painettiin todellakin levyn käärepaperiin. Nyt kyseessä on kaupanhyllystä saatavan levyn päälle laitetusta irtokuoresta, johon saatesanat painetaan. Typerää ja tuhoaa koko idean, kun alta paljastuu normilevy normipainatuksin, että vastaanottajalle jää muistoa sen paremmin kuin kokemusta erikoisesta painatuksesta juuri häntä varten tehdyssä levyssä. Huijattu olo tulee, koska tätä muutosta ei kerrota missään Fazerin sivuilla, vaan kuvallisista ja teksti-ilmaisuista voisi olettaa tekstien edelleen painetun todellakin itse levyn kääreeseen... miten asia ei siis todellakaan ole. Miksi kukaan ostaisi tätä tuotetta. Voihan sitä sitten itsekin kääriä käsin kirjoittamaansa erilliseen kuoreen kaupasta ostetun levyn. Koko ihana idea on kadotettu.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Sama kritiikki siitä, että isänpäivälevyt toimitetaan liian aikaisin :( Hyvä yllätys meni vähän pieleen, kun vielä välissä Halloweenitkin, niin ei ihan nyt vielä sitä isänpäivää juhlita, mutta levyt nyt on lasten isällä ja papalla kourassa.. :(","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tilasin isänpäivän yllätykseksi suklaalevyn, mikä toimitettiin jo 26.10 eikä isänpäivän viikolla. Eihän siinä ole mitään järkeä että yllätys tulee 2 viikkoa ennen isänpäivää. Tuollanen pitäs ilmoittaa etusivulla selvästi eikä piilottaa lisätietojen taakse. Huonosti hoidettu tämä Fazer, nyt hieman pelisilmää asioihin! Ei jäänyt hyvää palvelukokemusta!","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Aivan ihana idea, hinta tosin ei ole yhtä ihana. Kympin raaskisin vielä ehkä maksaa, 15€ on liikaa. Jos hintaa pudotetaan niin tilaan näitä jatkossa.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olisin tilannut syntymäpäivälahjaksi, mutta todella pitkä toimitusaika ja tässä kohtaa ei enää kerkeä ajoissa perille vaikka aikaa vielä on. Lisäksi tuo hinta on kyllä järkky. Epäilytti myös millainen siitä tulee, kun paljon palautteita siitä, että teksti ei tule suoraan kääreeseen? Eli ei tule samanlainen kun koevedos, mikä aika harhaanjohtavaa.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tuote todella kallis ja toimitus nyt kestänyt yli viikon.... Luulisi että tuohon hintaan kuuluisi nopea toimitus","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Törkyhinnoittelu ei näköjään hävetä ketään? Siis 15 eur !!!! Haloo!","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olisi pitänyt lukea kommentit ennen tilaamista. Minä luulin kanssa, et tehdään suklaaseen ihan oikea kääre omalla tekstillä. En kyllä toiste tilaa tähän hintaan. Ajatus kaunis ja jos olis kunnon kääreessä niin tämä olisi halvemmalla hinnalla ratkaisuni lähes kaikkiin muistamisiin.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Aivan kamala hinta!!! Ostan itse kaupasta samanlaisen, sit tulostan tekstin ja tarran kiinni 👍ei ole yhtä hullunpa idea!","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hyvä idea, mutta jäi valitettavasti tilaamatta, koska hinta oli aivan liian korkea.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hinta on sellainen, että jää periaatteestakin tilaamatta. Muuten olisin tilannut 6kpl. Oli ja meni. Ei tulisi mieleenkään maksaa 15 euroa levystä suklaata vain sen takia, että päälle saa ylimääräisen kääreen valitsemallaan tekstillä. Aivan puhdasta rahastusta. Onneksi ei ole pakko maksaa. En missään nimessä maksaisi 6 levystä tavallista suklaata 90 euroa. Kiitos ja hei.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Mutta turhan hintava.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Aivan turhan hintava vaikka itse saakin kustomoida.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olin todella pettynyt siihen, että suklaalevyn päälle on vain kääräisty paperin pala, missä nämä tekstit on. Tähän hintaan odotin saavani suklaalevyn, mihin on tosiaankin tehty se käärepaperi erikseen omalla tekstillä. Mainoskuvassa selvästi on näin. Tuli huijattu olo. Ei ollut hintansa arvoinen. Eipä tarvitse enää tilata.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tuoteideahan on aivan loistava, mutta hinta on kyllä aivan posketon. Ainoastaan aivan spesiaalilahjaksi tällaisen raaskii tilata, muuten jää kyllä ostamatta. Tilaaminen sinänsä sujui hyvin, tuote tuli nopeasti ja vastasi odotuksia.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Yritin tehdä suklaalevyn korkeasta hinnasta huolimatta, mutta sivusto antoi mun kirjoittaa takakannen viestikenttään vain yhden rivin tekstiä. Kokeilin eri selainta ja päivitin monta kertaa. Ei tehonnut. Jätän sitten tilaamatta.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Kuka maksaa 15€ suklaalevystä joka kaupassa maksaa 2,50€ ? omalla kirjelähetyksellä ei maksa viittä euroakaan ja menee varmasti perille !","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Eli tilasin tämän äidille äitienpäiväksi, nyt elokuun kynnyksellä levy tai itseasiassa levyt ( ehdin tilata kaksi kertaa) ei ole vieläkään tullut perille. Useista yhteydenottopyynnöistä huolimatta sain vasta tänään rahani takaisin ja tasan sen 15e minkä olin maksanut. Asian puimiseen ja hoitamiseen on kulunut tunteja ja rahaa, sillä olen jonottanut monta kertaa eri puhelinpalveluihin (fazer,Posti..) Hyvä uutinen on se, että lupasivat palauttaa rahat kunhan ehtivät.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Kiva idea mutta tuntuu ikävältä ettei tekstiä voi oikeinkirjoittaa rajallisen aakkoston vuoksi. Myös kyrillisillä kirjaimilla kirjoittaminen olisi suotavaa.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Aika ikävää että maksava asiakas ei voi luoda mitä tahansa haluamaansa tekstiä kääreisiin. 15 euroa on kuitenkin kova hinta ottaen huomioon että kyse on vaan suklaalevystä ja asiakkaalla on oikeus luoda mieleisensä kääre.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Meinasin tilata kiitos sille joka tämän asian toi esille. Tuo preview Malli on täyttä huijausta sitten ?????","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ihastuin ajatuksen kustomoidusta levystä heti ja aloinkin jo suunnitteilla tekstiä...kunnes perehdyin annettuihin palautteisiin. Mielestäni postikuluineen 15€ olisi ehkä vielä ihan ok hinta (joskin hyvin kallis sellainen - itse en ostaisi elämäni aikana kuin yhden, vaikka edullisempana tilaisin todennäköisesti hyvin usein eri tilanteisiin ja eri ihmisille) mikäli suklaassa olisi ihan oikea painettu kustomoitu kääre. Tällaisenaan tuote ei ole muuta kuin tavallinen suklaalevy, jonka voisin ostaa itse kaupasta ja lähettää saajalleen. Voisin itse tulostaa tai käsin askarrella kääreen päälle, ja olisi sama lopputulos alle 5€ postikuluineen. Muutkin ovat hintaa sekä käärettä kommentoineet, ja vastaus on ollut aina sama, eli että tuoteseloste tarvitaan. Mielestäni nämä asiat eivät mitenkään sulje tosiaan pois!? Levyyn voisi aivan hyvin tulostaa kääreen, jossa takana olisi tuoteseloste ja päällä otsikko sekä mahdollinen viesti. Silloin se olisi edes jollain tavalla hintansa arvoinen - ja ylipäätään fiksu tuote. Nyt tämä on vähän 'kotikutoisen' oloinen. Toiveeni siis, että saisi oikean kustomoidun kääreen päälle, ja hinta sellaiseksi, että näitä voisi tilata niin hääparille kuin kummitytölle ja kavereille läjäpäin. Tästä saisi oikeasti kehiteltyä kannattavan palvelun jollaista muilla ei ole :)","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei, tekemässäni Suomen tilauksessa palvelun laatu on huono, toimitus on kestänyt liian kauan. Missään ei ole mainittu, että kustomoidussa tuotteessa oma tekstisisältö on erillisenä paperina (paitsi kommenteissa). Se olisi pitänyt kertoa sanoin ja kuvin niin mitään väärinkäsityksen mahdollisuutta ei olisi ollut. Varoituksen sana voisi olla paikoillaan, että helteet voivat vahingoittaa suklaata, jos toimituksen aikana varastointi on liian lämpimässä paikassa. Nyt koko tilauksesta jää huono tunne. Täytyy vaan toivoa, että suklaa ei ole sulanut, sitten kun lahjan saaja saa sen ”joskus”. Mutta hyvää kesää Fazer teamille!","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Missäköhän kunnossa suklaalevy tulee kun on koko viikonlopun jossain postilla jemmassa? Tänään oli synttärit, toivotaan että ei ole sulanut kun levy vihdoin saadaan.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Miksi näin kallis,hinnan lasku ja kauppa kävisi ?????????????????","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ei ollut mukava yllätys hakea täysin sulannutta levyä postilaatikosta suoraan roskiin...","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","15 euroa on suklaalle on kallis. Korjatkaa tämä. 15 euros chocolate is expnsive. Fix it please.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ostin syntymäpäivälahjaksi 18 levyn boksin. Tilatessani sivuilla ei ollut tietoa tilausten viivästymisestä (en silloin olisi ostanut) ja jäi sitten antamatta lahjana, koska tuli 4 päivää liian myöhään. No sain lopulta tuon boksin, niin sieltä sitten puuttui yksi levy. En tätä levyä kaipaile maun perusteella, mutta olen maksanut 18 levystä ja haluan ne. Kaksi tähteä siitä, että asiakaspalvelusta vastattiin suhteellisen nopeasti.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ripoff hinta keskipitkällä idealla. Niin kapitalistinen hinta! 👎","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Melkoisen älytöntä touhua. Tilasin itselleni 10 levyä ja voitteko kuvitella, että ne kaikki kymmenen levyä oli ns. eri lähetytyksiä. Siellä fasulla ei näköjään osata tehdä 10 levystä yhtä pakettia. Sitten tää homma oli vielä tehty naurettavasti niin, että normipakatun levyn päälle oli vaan laitettu tämä tilatulla tekstillä oleva paperi. Jos ei 15€ kappalehintaan ole parempaa tarjolla niin voitta samantie lopettaa ihmisten pettämisen. Nämä samat levyt on harvase viikko tarjouksessa, kympillä kuusi levyä.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tilasin äidilleni yllätyksenä suklaalevyn äitienpäiväksi. Levy saapui ajallaan, mutta siitä oli 1/4 sulanut tai vain kehnosti valmistettu. Ei täten vastannut odotettua laatua ja hintaansa nähden iso pettymys.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Pettymyksekseni kustomoitu suklaalevyn paperi olikin vain molemmista päistä auki oleva erillinen käärepaperi, jonka sisällä oli sitten normaalin paperein varustettu Fazerin suklaalevy. Hauska idea omasta erikoisemmasta suklaasta vesittyi tämän takia. Painatus oli myös huonosti tehty: takapuolen painatus oli ylösalaisin, toisin kuin normaalisti suklaalevyn käärepaperissa. Tuote oli siis laatuun nähden aivan liian kallis. Toimitusaikakin oli yli viikon, mitä voidaan nykyään pitää odotettua pidempänä.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tilasin äitienpäivälahjaksi, mutta ei ikinä saapunut perille. Todella kurjaa saada kaksi viikkoa äitienpäivän jälkeen viesti, että edelleen odotellaan :(  Ihana idea, mutta tämä taisi olla huonoa tuuria.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","15e. Kylläpä on kallis. Tehkää rasiasta suomalaisin tekstein versio joka menisi kirjeenä perille (paksuus 3cm) voisi olla myös valmiina osoitepaikat ja helpostikoodipaikka. Olisi lähettäjiä ainakin 70% enemmän.  Omin tekstein kustomoitu ei tarvii olla mutta suomalaisin sanoi esim: halauksin, suukoin, muistellen..., ja sinisestä rasiasta saisi muistoadressin tyylisen: muistolle tai muistaen.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Nimikoitu suklaalevy on ideana ihana. Toteutuksesta tuli lopulta hieman huijattu olo: levyn kääre ei ollutkaan kaupasta saatavasta perusversiosta poikkeava, vaan kääreen päällä oli erillinen kääreen värinen paperi kiepautettu levyn ympäri, ja kaikki omat tekstit oli tässä paperissa. Tätä ei oltu ennen tilausta missään mainittu, ja niinpä tuotteesta tuli lähinnä huijattu olo ja tuntui että tuote ei vastannut sen 15 euron hintaa. Harmillista, toivottavasti tällaisten toteutustavoista informoidaan jatkossa jo ennen tilausta.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei, olisi hienoa jos listalle saisi Sveitsin niin sinne voisi myös postittaa. Harmikseni sitä ei ollut ja kovasti sinne olisin tälläsen yhden halunnut lähettää. Hieno idea teiltä!","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Parin minuutin hommaan meni puoli tuntia. En enää tätä palvelua käytä. Kun tuotteen on suunnitellut ja se on ostoskorissa, ei sitä voi enää tarkastella mitenkään. Koitin sulkea selaimen ja lähteä uudelleen tekemään tuotetta niin sitten ostoskorisssani oli kaksi samaa tuotetta. Jälleen, niitä ei pääse tarkastelemaan, joten en tiennyt kumpi on se oikea. Taas jouduin aloittamaan alusta, mutta välissä täytyi tyhjentää selaushistoria, että pääsi aloittamaan alusta. Tekstiä kirjoittaessa, teksti välillä häipyi ja välillä antoi kirjoittaa vain muutamia rivejä. Toisella kertaa taas enemmän. Ja kyllä, käytin Chromea..","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ihana idea, mutta viestiin ei mahdu 300 merkkiä, en käyttänyt rivin vaihtoa vaan normaaliin tapaan Space (väli) sanojen välissä. Missä vika?","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","voiko teksti olla englannin kielellä vai onko tämä kielletty?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Pystyykö lähettämään levyn niin että vastaanottaja ei saa selville keltä se on? Haluaisin ilahduttaa yhtä tyyppiä enkä uskalla laittaa nimeäni, ihailen kaukaa salaisesti 😅","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei! Onko kuoreen mahdollista kirjoittaa venäjäksi kyrillisillä aakkosilla tervehdys? Kokeilin, mutta ei onnistunut. Onko Fazerin Sinistä mahdollista vaihtaa Fazerin tummaan suklaaseen? :) Kiitos!","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Räätälöintiteksti ei anna kirjoittaa 300 merkkiä, vaan paljon vähemmän.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Mistä valitsen useamman levyn kuin yksi? Nyt oletusarvo on yksi levy muttakun haluaisin lähettää kaksi samaan osoitteeseen, ettei tule tappelu kuka saa syödä.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Mahtava idea. Minä kyllä silti petyin kun tähän hintaan sai vain tavallisen Fazerin sinisen, jonka päälle oli kääritty A4 uudella printillä. Ymmärrän, ettei ihan tuotantolinjalta voi ulos tällaisia sylkeä, mutta kun siihen nyt väkisinkin yhden ihmisen täytyy kätensä sotkea, niin eikö se voisi ottaa silloin tuota alkuperäistä käärettä vaikka pois?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olisi kiva jos voisi jättää tilaukseni niin, että syntymäpäiväsankari saisi sen oikeana päivänä.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Kaikenlaiseen joutavaan ihmiset haaskaavat rahojaan. ei tulisi mieleenkään,maksaa vielä muutenkin ylihintaisista tuotteista.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Kiva idea, mutta olisipa laktoositon vaihtoehto! Eli voitteko jatkossa laajentaa tuotevalikoimaa?","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tilaukseen laitoin oikean toimitusosoitteen, niin miksi tilausvahvistus ilmoittaa, että tuote lähetetään minun kotiosoitteeseen eli laskutusosoitteen? Ketään ei saa kiinni mistään että asian voisi korjata ennen kuin paketti lähtee.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ideana on super kiva, mutta kuitenkin 15e suklaalevystä on todella kallista. Varsinki jos haluaisi lähettää tommoisen useammalle kaverille, menee aika hintavaksi.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tuote ideanne on mahtava, tällä saa ilahdettua ystäviä/sukulaisia ympäri maailman. Odotan kyllä että saisitte suklaalevyjen valikoiman tähän design your own lähetyksiin yhtä suureksi kuin kaupan hyllyllä ovat.. Kun kaikilla meillä on kuten ystävillämme ympäri maailmaa ne omat suosikkinsa ja ""ei suomalaiset"" ystäväni ovat hullaantuneet kaikkiin muihin makuihin kuin Fazerin siniseen suklaalevyyn (vaikka paras ""normaali"" suklaalevy onkin!) Maailman laajuinen hittituote kun valikoimaa laajennetaan ja muut aakkoset toimivat =)","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Eikö tosiaan saa omaa tekstiä muuhun kuin Siniseen? Se ei ole ollenkaan paras suklaavaihtoehdoista. Harmi, jää ostamatta!","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei! Kiitos hienosta tuotteesta! Lähetin sen kolmelle ystävälleni naistenpäivän alla mainoskampanjanne innoittamana. Kaksi heistä sai levyn yli viikon etukäteen ja kolmas joutui hakemaan levyn puoli viikkoa naistenpäivän jälkeen postista. Harmillinen juttu. Hämmentävintä oli kuitenkin se että kukaan kolmesta ei bongannut pakkauksesta kirjoittamaani viestiä kuin vasta erillisestä kehotuksesta. Jokainen siis mietti keneltähän nimikoitu levy on. Mihin viesti siis painetaan ja millainen postipakkaus on? Muuten erinomainen palvelu ja kaunis tuote!","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Sain sen käsityksen että ennen 5.2 tehty tilaus kerkeäisi ystävänpäiväiväksi perille (kotimaa)...olenko ymmärtänyt asian väärin?","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olen yrittänyt tilata suklaalevyä, mutta kohtaan OTSIKKO en saa kirjoitettua minkäänlaista tekstiä. Olen yrittänyt läppärin ja kännykän kautta. :( Ja saako tällä samalla hinnalla lähetettyä useamman levyn ja eri henkilöille?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Miksi Norjaan ei voi tilata?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olin kyllä pettynyt tuotteeseen . Oletin että pienempi teksti olisi myös ollut painettuna suklaan paperille toiselle puolelle missä iso teksti oli mutta se olikin paperilla. Pisti ärsyttämään kovasti.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Viestiä kirjoittaessa voi käyttää rivitystä mutta itse viestiin se ei välity. Miksi näin? Monet viestit ovat kauniimpia, kun niitä voi rytmittää rivivaihdoilla. Minäkin toivoisin, että saisin edes muutaman merkin enemmän levyn kanteen. Esim Rakastan Sua +’nimi’ olisi kiva personointi mutta vain kolme kirjainta mahtuu nyt nimeen.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Ihana idea! Olin jo tilaamassa... Mutta tyssäsi maahan eli Norjaan... Miksi ihmeessä Norjaan ei voi ko lahjaa lähettää? Ok, ei ole EU-maa, mutta on Shengen... Postikulut eivät sinnekään päätä huimaa...","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei, idea on mitä mainioin. Olisin lähettänyt monta levyä, mutta hinta oli kohtuuttoman korkea. Laskekaa hintaa tai lisätkää settiin jotain. Ystävällisesti, Markku","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Mieluiten järkevän hintainen ja normaalit lähetyskulut suoraan asiakkaalle toimitettuna kuin yksittäispakattuna postimaksu maksettu ties minne saakka, vaikka lähemmäksikin riittäisi, Annan lahjat mieluiten itse, kuin luotan siihen että Fazer ja Posti ehkä toimittavat päivänä x paketin perille (jota en itse edes missään vaiheessa näe).  Ei mennyt nyt ihan putkeen tämä.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Tuohon merkkimäärään ei mahdu mitään järkevää henkilökohtaista tervehdystä. Eikö fonttikokoa olis vaikka voinut pienentää sen verran, että voisi kirjoittaa esim ”hyvää joulua + nimi”..Kun hinta on noinkin korkea, niin tuntuu turhalta kirjoittaa vain vaikka ”hyvää joulua”, jota ei vastaanottaja välttämättä ymmärräkään personoiduksi kääreeksi.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Aivan ihana idea! Harmi että sitä heti käytettiin väärin. Tosin on kyllä suklaa levyllä hintaa. Jää tilaamatta.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Mukava idea, mutta olisin mieluummin tilannut useamman erilaisen suklaalevyn itselle yksillä toimitusmaksuilla ja liittänyt ne mukaan annettaviin paketteihin. Kaipaan siis yksittäisen levyn lahjalähetyksen lisäksi mahdollisuutta ostaa samaan tilaukseen useita personalisoituja levyjä, jotka tulevat minulle postissa ja jaan ne itse eteenpäin.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Moikka, olisin mieluummin tilannut 15 kpl levyjä samoilla teksteillä ja jakanut ne itse tässä lähipiirissä. Noin monen ihmisen osoitteiden naputtelu ei oikein nyt napannut ja hinta on pikkasen turhan kova. Harmillista.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","15€ levy? Siis kuinka kalliita kääreitä teillä oikeen on?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Hei, Yritin tilata asiakkaalleni suklaalevyä, mutta tekstieditori ei antanut sinnikkäästä yrittämisestä huolimatta jättää kahden lauseen väliin välilyöntiä. Tilanpuutteesta ei ollut kysymys. En viitsi asiakkaalleni lähettää kirjoitusvirheellistä versiota, joten jäi nyt tällä kertaa tilaamatta. Mutta kiva idea!","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Kiva idea tuo personoitu suklaalevy. Aika kallis tosin. Miksi Frazer käyttää lähes kaikissa tuotteissaan palmuöljyä/palmurasvaa, joka tuotetaan sademetsistä raivatuilla plantaaseilla? Fazerin Sinisessä ei käytetä. Palmurasvan tuotanto tuhoaa sademetsät ja tappaa sukupuuttoon niissä eläviä eläimiä. Ja vastaukseksi ei kelpaa, että palmuöljynne on vastuullisesti tuotettu. Eikä kelpaa vastaukseksi, että tuotteen koostumus vaatii palmurasvaa.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","Olin jo suunnitellut suklaan päällisen- mihin meni aikaa sovelluksen keksiessä omin päin korjauksia kirjoitusasuun - ja vasta osoitetta kirjoitettaessa sain tietää, että lähetys ei voikaan mennä muihin kuin EU-valtioihin. Ärsyttää ajanhukka!!!","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
"placeholder","TV-mainoksenne ""vihapuhe"" on yksi väärinkäytetyimpiä termejä tällä hetkellä ja sitä käytetään järkevän yhteiskunnallisen kritiikin sammuttamiseen sekä sananvapauden rajoittamiseen. Voisiko edes suklaan jättää epäpoliittiselle vyöhykkeelle?","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi"
